,jobTitle,jobLink,companyName,companyLocation,Salary,jobMetaData,jobPosting
106,Local Driver / Operator / Class A,https://www.indeed.com/rc/clk?jk=9bf8a1bf4d695b76&bb=uos-don5Fdj5qgdg7DWHiVKNzBQuJiqPTY0OfAgoj7ubf5MP6lzu6rFwaZuhK6Bkuq0kjLuAE2cEIJtFto8jy-975bTfiziXtikK-rNFIkA%3D&xkcb=SoDW67M3FT6W0HgJWz0BbzkdCdPP&fccid=b6c314594e937196&cmp=Austin-Trucking-by-way-of-New-Line-Transport&ti=Local+Driver&vjs=3,Austin Trucking,"Pembroke Pines, FL",,[],Active 2 days ago
107,"CDL OTR DRIVER - DUNLAP, IA TERMINAL",https://www.indeed.com/rc/clk?jk=a293c924b0f99424&bb=uos-don5Fdj5qgdg7DWHie3mQvruun_y2u1xiPT-I-HOeHKoQJTJKUxMxXtl_U8GGTSg2YdnCnvrT8Jp4dlhKcPPqyOxn8r7Hkay8V5bTfM%3D&xkcb=SoBi67M3FT6W0HgJWz0AbzkdCdPP&fccid=9eb8b0c772078ac0&vjs=3,Quality Liquid Feeds,South Dakota,,[],Today
108,Class A CDL DRIVERS WANTED Solo and Teams,https://www.indeed.com/rc/clk?jk=8c8a000b75ee0d52&bb=uos-don5Fdj5qgdg7DWHiciC8vo3h7KBkBuN42P7m17aHT0JTOA8Jutf3mk1JeEj4RpPwueOEy3esCXjP-pI3ijobTApS8iy2Mnss3mhfXI%3D&xkcb=SoDs67M3FT6W0HgJWz0HbzkdCdPP&fccid=6d8784fe8d18aa0b&cmp=IMG-Trucking&ti=Truck+Driver&vjs=3,IMG TRUCKING INC,"Lombard, IL 60148",,[],Active Just posted
109,Class A Driver,https://www.indeed.com/rc/clk?jk=e84acdad2f32fe65&bb=uos-don5Fdj5qgdg7DWHibNwwVG328SNLvAKenBiMaBKBs8szJ1dr5bWDMC7YNrZMXsBePn4m5tns8Vpyoedy_FFUe_Tn6AmBNM5UnD0a3o%3D&xkcb=SoBY67M3FT6W0HgJWz0GbzkdCdPP&fccid=b66601684594be36&vjs=3,Quad,"Sussex, WI 53089",,[],Today
110,Over the Road Driver (Linehaul - Fully Endorsed),https://www.indeed.com/rc/clk?jk=a6c131d19fcd22ee&bb=uos-don5Fdj5qgdg7DWHid-OWuN5vN-eIFqbfu8w1OU30YWUe6xTzZ5qIbR_j0En4ou4LxIXxj-kdoPGv15qAfyrvlVikAPeP2ddXs-Dv3c%3D&xkcb=SoDF67M3FT6W0HgJWz0FbzkdCdPP&fccid=6ac419f3ead32053&vjs=3,Estes Express Lines,"Portland, OR 97230 (Argay area)",,[],Active 4 days ago
111,CDL A Drivers jobs in United States,,,,,,
112,CDL Truck Drivers,https://www.indeed.com/rc/clk?jk=acefa1159545cf19&bb=Ao5-P2RkICC87HRtv-j8WLduTsrDo0D9pGecrwD9ig4Wo5z8ry52d02iem-IEWXIS3SwytMQrSzRvEoZImtkFgvSXyUP20yrUXONUGFWSZI%3D&xkcb=SoC867M3FT6VVRw9SB0LbzkdCdPP&fccid=daf3bc85cd191fc4&cmp=JTL-Transport&ti=Truck+Driver&vjs=3,"JTL Transport, Inc.","Miami, FL",,"['$25 an hour', 'Full-time', 'Home daily +1', 'Signing bonus', 'Paid training', 'Paid time off']",Active 6 days ago
113,Regional Class A CDL Driver,https://www.indeed.com/rc/clk?jk=0ad9ff3a3ed40e7c&bb=Ao5-P2RkICC87HRtv-j8WBmkYTMozerH9H8xPXh8uE17mnXamSfzk8jCn6diPULKbSWTS6wSg_euj65r8i0MXLtKgYzAzACCltM1I8TVgD0%3D&xkcb=SoAI67M3FT6VVRw9SB0KbzkdCdPP&fccid=d57a67431f719964&vjs=3,Frito-Lay North America,"Denver, CO",,"['$25 an hour', 'Full-time', 'Home daily +1', 'Signing bonus', 'Paid training', 'Paid time off']",Posted 29 days ago
114,Truck Driver Class A,https://www.indeed.com/rc/clk?jk=f740e035f04ba069&bb=Ao5-P2RkICC87HRtv-j8WIk-8FmhtK4Mzfdp0No4KpajoPEN19BhvHLnevvu_BXnN5zl1bJuR6RMQPP7qGLKnB7ZTC1CXhIVL-Ntid0aZWI%3D&xkcb=SoCV67M3FT6VVRw9SB0JbzkdCdPP&fccid=98a95ad35e8578a2&cmp=Worry-Free-Trucking&ti=Truck+Driver&vjs=3,Worry Free Trucking LLC,"Saginaw, MI",,"['$25 an hour', 'Full-time', 'Home daily +1', 'Signing bonus', 'Paid training', 'Paid time off']",Active 2 days ago
115,Truck Driver Class A,https://www.indeed.com/rc/clk?jk=765609a9eb56498a&bb=Ao5-P2RkICC87HRtv-j8WFvrby0lBDR82KJ6CnViw4eMl8Bc4tRWK8WfJY9NtnQY3lfYEnGQmA4sEbRO4-GVSZRwtLs8I9PGUpT8Oo0KVNo%3D&xkcb=SoAh67M3FT6VVRw9SB0IbzkdCdPP&fccid=8931f22c48fa92e9&cmp=Logistics-drivers&ti=Truck+Driver&vjs=3,Logistics drivers,"Laredo, TX 78045",,"['$25 an hour', 'Full-time', 'Home daily +1', 'Signing bonus', 'Paid training', 'Paid time off']",Active Just posted
116,CDL Class A Driver (Car Hauling),https://www.indeed.com/rc/clk?jk=e4e0b9c2f53b00c6&bb=Ao5-P2RkICC87HRtv-j8WCD5O6TrafulfZ9SxrYWfqQ2IeYt2m16rXEvyZuqFveM_uNdj76hwzalktB4pdrhMzFd7JYFWR3h2mTfX6Am6so%3D&xkcb=SoCv67M3FT6VVRw9SB0PbzkdCdPP&fccid=fafcac9f0984904d&vjs=3,Cars Transport,"Merrillville, IN 46410",,"['$25 an hour', 'Full-time', 'Home daily +1', 'Signing bonus', 'Paid training', 'Paid time off']",Today
117,OTR Team Driver (we match drivers),https://www.indeed.com/rc/clk?jk=9ab1902cbae52f8a&bb=Ao5-P2RkICC87HRtv-j8WLDQ3_ADeZVpPjUMcyZDQtD4kexjI7NjYwXKeQMr9BXtGZe9kDssqjD45cNzem9D83FlJlVvwBdOMJIG5osp17M%3D&xkcb=SoAb67M3FT6VVRw9SB0ObzkdCdPP&fccid=038ef919972002a8&cmp=Pacific-Logistics-Corp&ti=Team+Driver&vjs=3,Pacific Logistics Inc,"Pico Rivera, CA",,"['$25 an hour', 'Full-time', 'Home daily +1', 'Signing bonus', 'Paid training', 'Paid time off']",Active 4 days ago
118,CDL A Regional Team Driver,https://www.indeed.com/rc/clk?jk=e356f9573126a2cf&bb=Ao5-P2RkICC87HRtv-j8WGqGKpa-q-7n2n90xQHgtTsaXTS7IoWzT88cXy0pJ_tGgzzFvmh3sQJkytboHFc4eXh120lk-frXa5-I5cgYghY%3D&xkcb=SoCG67M3FT6VVRw9SB0NbzkdCdPP&fccid=9ef8c0dc355e8022&cmp=Pitney-Bowes&ti=Truck+Driver&vjs=3,Pitney Bowes,"Atlanta, GA 30349",,"['$25 an hour', 'Full-time', 'Home daily +1', 'Signing bonus', 'Paid training', 'Paid time off']",Active 2 days ago
119,Class A CDL Driver,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AqWcj6uQ2pG-_yJfD9kAyw2e56mwClls7wwnfEDXieQhYNafHSbcLdY0VRQ8EHwi0HHnLrbrxUB3gDR8FVI7xB0kXsM6EKT9s7BX_lLNCojYc1R8nGeuhziAIV2Zya7vZF-Aucxcimy_Fy9nlfQt9O5ZJ9x2m9kFr5Y1ZfQf0UiOA5Z22NDfD8Ew_TwLU9eqTIZlrfk4_nhNjdY2JBFz_sjC-M7TsAYlndkEMfUqv9KatGLTn9mHY659SjgPWTaUTiCQHPwguPQts2KKPsanZEwhS6Bnd1mnxuVDztblahnLmOLVRecS2Ye6zqbG1PpWrjz4LMkU9aSfkVZ_3Qu-6ikBO-b6nLXuWrBIKto1A2YCKY528648sJ-hpvyxZ8hll46MUf6j5U1rg6eB4U4MIZY6LhBL18_WmiOgc4SLjo0RtHZtlw4220ar60YmtK3gyDJ1t6F7ta9cKGGHUBReBNNbLQQSZMxbahm_lRgA1nF5yu65lNiu2kqRJXdcKEj-FG91cSIZdNfaU1U6U-lGUzPbLxdZoTsdcND51Nsj95TjUxzNP8qUkErJe8W9Wcjz-CetadxElf9UQepHHV31TItaz9UdizUtzRqeF2DxERbjPPggT0NqUd&xkcb=SoDG6_M3FT6VVRw9SB0MbzkdCdPP&p=7&fvj=1&vjs=3,Trans-SBQ Company,"Solon, OH",$25 an hour,"['$25 an hour', 'Full-time', 'Home daily +1', 'Signing bonus', 'Paid training', 'Paid time off']",Active Just posted
120,Class A CDL Driver,https://www.indeed.com/rc/clk?jk=6425c0528cfcb708&bb=Ao5-P2RkICC87HRtv-j8WFJxf5V7vWHAREk8JShp0a6Ke_sgPinbVf0pLSjxcFK2BpDahhuos7w_vx_QTol1ds4sqatzRfSQ84VE32wY7ls%3D&xkcb=SoDb67M3FT6VVRw9SB0DbzkdCdPP&fccid=b4727e3a5931b26d&cmp=Balanced-Trucking%2C-LLC&ti=Truck+Driver&vjs=3,"Balanced Trucking, LLC","Catoosa, OK",,"['$25 an hour', 'Full-time', 'Home daily +1', 'Signing bonus', 'Paid training', 'Paid time off']",Today
121,Local Regional OTR CDL A Truck driver needed,https://www.indeed.com/rc/clk?jk=dc0f8ddd2115f1e0&bb=Ao5-P2RkICC87HRtv-j8WI3ewNJEJLrDFGSmYZVGywDEB-TSNVF2QI8UlFDxgDhrMn5piiHgk1D59L2uRmWzIKtjNLxSWopfxHbQSCZCNPo%3D&xkcb=SoBv67M3FT6VVRw9SB0CbzkdCdPP&fccid=e574b0ac6e4ccc4a&cmp=Whale-Logistics-LLC&ti=Truck+Driver&vjs=3,Whale Logistics LLC,"Columbia, SC",,"['$25 an hour', 'Full-time', 'Home daily +1', 'Signing bonus', 'Paid training', 'Paid time off']",Just posted
122,CDL Class A Driver,https://www.indeed.com/rc/clk?jk=f6f3302447fdc59c&bb=Ao5-P2RkICC87HRtv-j8WO504NLGpnkXkgV1zOt7qz84Knbnp4z3EZo5Op6pwwVUGp-jpVPs0M8A2lXAOtXFeSXJI_6RKEyQvG2Ahfu_jjk%3D&xkcb=SoDy67M3FT6VVRw9SB0BbzkdCdPP&fccid=250d0c10c5669038&cmp=LOLO-EXPRESS-INC&ti=Truck+Driver&vjs=3,LOLO EXPRESS INC,"Portsmouth, VA",,"['$25 an hour', 'Full-time', 'Home daily +1', 'Signing bonus', 'Paid training', 'Paid time off']",Active 4 days ago
123,LOCAL-CLASS A- NASHVILLE BASED -NO TOUCH FREIGHT,https://www.indeed.com/rc/clk?jk=a5a6997f23eff840&bb=Ao5-P2RkICC87HRtv-j8WMlrs3RLe6P7zvadfK2P41pnhS1MS0jD1FoO-R9G3DqDIrS_uenac1sjO-T96q2mF8Yc0Pf5iCEnlsKosh-QFoo%3D&xkcb=SoBG67M3FT6VVRw9SB0AbzkdCdPP&fccid=3dc8a8a4951d1d50&vjs=3,Sadler Brothers Trucking,"Nashville, TN 37210",,"['$25 an hour', 'Full-time', 'Home daily +1', 'Signing bonus', 'Paid training', 'Paid time off']",Posted 1 day ago
124,CDL A Sleeper Cab Driver,https://www.indeed.com/rc/clk?jk=054bfd51bdfcea1c&bb=Ao5-P2RkICC87HRtv-j8WIsJqrgnDB9GAi1L3S56kiaKnnvvMzQ0V7f7DZV0xUi5wUO9MKmiL_Fh5BCkFq8-J5clQv8mj07SslV2t3yfVDA%3D&xkcb=SoDI67M3FT6VVRw9SB0HbzkdCdPP&fccid=0e46cc6d1ad0d1bb&cmp=Pony-Xpress&ti=Taxi+Driver&vjs=3,Pony Xpress Delivery,"Twinsburg, OH 44087",,"['$25 an hour', 'Full-time', 'Home daily +1', 'Signing bonus', 'Paid training', 'Paid time off']",Active 2 days ago
125,$$ HIRING CDL DRIVERS CLASS A$$,https://www.indeed.com/rc/clk?jk=88ccd6844cd645ac&bb=Ao5-P2RkICC87HRtv-j8WMKeYq3-EMzqHic6yi03yXUYiWggGrP43EuBNawzX1uyi1C9B6CfZKy0dOTO_t3an9-IR7EGA5MyIbqGwgojBB4%3D&xkcb=SoB867M3FT6VVRw9SB0GbzkdCdPP&fccid=64a1422b61c0317b&cmp=JNC-SELECT&ti=Truck+Driver&vjs=3,HWY TRANS INC,"Dallas, TX",,"['$25 an hour', 'Full-time', 'Home daily +1', 'Signing bonus', 'Paid training', 'Paid time off']",Posted 4 days ago
126,"Team, OTR CDL Drivers, FL",https://www.indeed.com/rc/clk?jk=58fb6f530aff6fae&bb=Ao5-P2RkICC87HRtv-j8WO5Vaw6imRlVgOaSgokpBirYVBhntvSsnfePMLFcP8U8fFRmbLZ0Ypp27KPDA_33Po33fJPgzf-MovqEycZdhAU%3D&xkcb=SoDh67M3FT6VVRw9SB0FbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,All Pro Logix Inc,"Bowling Green, FL 33834",,"['$25 an hour', 'Full-time', 'Home daily +1', 'Signing bonus', 'Paid training', 'Paid time off']",Posted 19 days ago
127,CDL A Drivers jobs in United States,,,,,,
128,CDL Class A Driver,https://www.indeed.com/rc/clk?jk=ff5d792d0cf995bd&bb=06YgROmkQqs6C2GO6Uk3i8QxEcc4EXl-kzhuYtIfsJ7ZYu-TEjoWF6JI1RgXL7bCyjyNH-I9qrCAIZ2Oz_AGWoQmWfYcYXej2IyHaKEKGYE%3D&xkcb=SoA867M3FT6UAP2YLR0LbzkdCdPP&fccid=ffbe928923acd35a&vjs=3,PFG Customized,"Elkton, MD 21921",,[],Posted 1 day ago
129,CDL Class A Driver,https://www.indeed.com/rc/clk?jk=50bdd4c46cde602e&bb=06YgROmkQqs6C2GO6Uk3i3z-3jv3B2miHP76EXMLJq0qg3L0wfS77luUWQxVe48Lm1j-_jo8RS6RptnnZcVqvuqBvwFm8vKmnu2D42vgj6g%3D&xkcb=SoCI67M3FT6UAP2YLR0KbzkdCdPP&fccid=42eb467d1e317b86&cmp=Tsw-HotboxTrucking-LLC&ti=Truck+Driver&vjs=3,Tsw HotboxTrucking LLC,"Fort Pierce, FL",,[],Active Just posted
130,Truck Driver Class A Heavy Haul,https://www.indeed.com/rc/clk?jk=025d72bc27670e84&bb=06YgROmkQqs6C2GO6Uk3i7d_OXBc1xhhthiZrfvyXKRi7mWCUBRiZBrcUBAp5aNeloxvEettqZqmYHVk1FbOG00MlFvtMw7OZK7qXsfUpt0%3D&xkcb=SoAV67M3FT6UAP2YLR0JbzkdCdPP&fccid=1d0dc7d98fb59253&cmp=Eakle-Construction-%2526-Trucking%2C-Pope-Valley-Winery-%2526-Eakle-vineyard-Management&ti=Truck+Driver&vjs=3,Eakle Construction & Trucking,"Pope Valley, CA",,[],Active 2 days ago
131,CDL A and B Driver,https://www.indeed.com/rc/clk?jk=8882883f02974f4d&bb=06YgROmkQqs6C2GO6Uk3i50pmjLe_FWV1l1-HbkVmJjX_l73b93bVhbTWaZaxhCAQ6WDTGpAlafo_9PjjpfM-0dJHt6GvxJ-8n-VSCSs8uE%3D&xkcb=SoCh67M3FT6UAP2YLR0IbzkdCdPP&fccid=772f52a1b647fbcb&vjs=3,M&M Waste,"Locust Grove, GA",,[],Posted 2 days ago
132,CDL-A or CDL-B Driver - Home Most Days,https://www.indeed.com/rc/clk?jk=4d0bec7af873e8aa&bb=06YgROmkQqs6C2GO6Uk3ixCkRvdRg1c0jFq-c77Px53Hoiv-NN6_NVb2FDKgpPjVqDO4V3hCks84rYjfp_I3W--ab1JCVSxRFhht4i2e5h4%3D&xkcb=SoAv67M3FT6UAP2YLR0PbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,Sfakia LLC DBA Good Greek Moving and Storage,"Fort Lauderdale, FL 33315 (River Oaks area)",,[],Posted 3 days ago
133,Class A CDL Driver,https://www.indeed.com/rc/clk?jk=72972a9ad2925d55&bb=06YgROmkQqs6C2GO6Uk3i6zMFa2bckfcM8PFHryZrZBYKN2DtmzzB4dQ3nqGlg12xzelTMAFBrvguITs1NJH8hAMHFXO1S94JlR_Acxe_UU%3D&xkcb=SoCb67M3FT6UAP2YLR0ObzkdCdPP&fccid=5946f42ae140b9da&cmp=Keysquare-LLC&ti=Truck+Driver&vjs=3,Keysquare LLC,"Duluth, GA 30096",,[],Active 4 days ago
134,Truck Driver Class A (Can enter in Port ),https://www.indeed.com/rc/clk?jk=8809f0dd455a542b&bb=06YgROmkQqs6C2GO6Uk3i7WzJesp5wd0ZPP735Uvkj5DbSXks7TIYAgmTeXxtoi89whn08iVj_AEUUb0AXkym3IXP2D6AMbMN-W8zwimsfM%3D&xkcb=SoAG67M3FT6UAP2YLR0NbzkdCdPP&fccid=cdb8fc216b59c34f&cmp=TWTH-EXPRESS-INC&ti=Truck+Driver&vjs=3,TWTH EXPRESS INC,"Compton, CA 90220",,[],Active 3 days ago
135,Truck Driver Class A OTR,https://www.indeed.com/rc/clk?jk=520e31d6c519806d&bb=06YgROmkQqs6C2GO6Uk3iyZDU5I5hHSgnrfQRElMD0V9cHY-HayMkUmOv-el8i22UNCyWr3QTLSNglA_45XAQPQNC6_jqh6YsJNeCahI6sM%3D&xkcb=SoCy67M3FT6UAP2YLR0MbzkdCdPP&fccid=1ebc23279355aa45&cmp=JD-Farms-and-Trucking-LLC&ti=Truck+Driver&vjs=3,JD Farms and Trucking LLC,"New Holstein, WI",,[],Posted 1 day ago
136,"CDL Class A Car Haul Truck Driver - Norcross, GA - $27/hr",https://www.indeed.com/rc/clk?jk=bf22e6bbd5340b27&bb=06YgROmkQqs6C2GO6Uk3izc-xPYeRqzUH9E5PqQnWkHjFghU77GGV_be02LSQmBeUZJIEKoJvXw9S1zs07_p8pg5z0DrcneRZw4Hn86oDWg%3D&xkcb=SoBb67M3FT6UAP2YLR0DbzkdCdPP&fccid=6c5462bddfe62fef&cmp=PUP-Innovations-LLC&ti=Truck+Driver&vjs=3,PUP Innovations LLC,"Norcross, GA",,[],Active 2 days ago
137,"Local, Regional & OTR Drivers",https://www.indeed.com/rc/clk?jk=98c51f5d69a741eb&bb=06YgROmkQqs6C2GO6Uk3i4rwagsQzN5_v6fdAH1t0weyfPktXXbJ3noD319aRCupPfEiqmrLUaiNvDX-ZuBrcXnYnY5zJ8y7kyhXkKyvc2c%3D&xkcb=SoDv67M3FT6UAP2YLR0CbzkdCdPP&fccid=958a85bf27c0378d&cmp=KTI-LTD&ti=Local+Driver&vjs=3,KTI LTD,"Pulaski, VA",,[],Active 8 days ago
138,Southeast Regional CDL-A Driver,https://www.indeed.com/rc/clk?jk=5ac4f2cea75e2e97&bb=06YgROmkQqs6C2GO6Uk3iy_Kf6HQ6mpOZqdRHBdOmjhu6sJC3wo1EQufaTqBCeef7oE0EoQ_dngPs-wWYQb6kRlil8b6-6bMy9hvDqS7E7o%3D&xkcb=SoBy67M3FT6UAP2YLR0BbzkdCdPP&fccid=2477851ea647b0c1&vjs=3,"Walpole, Inc.","Ocala, FL 34470",,[],Posted 30+ days ago
139,CDL Truck Drivers,https://www.indeed.com/rc/clk?jk=acefa1159545cf19&bb=06YgROmkQqs6C2GO6Uk3ixOdIgVe184DaihOHln9Fe8M4KujJk3VOO6rSI9cCVLFlu7AqDO5gkDenSu_FxS8I7DQVu503qsw2uFvFLhsgXk%3D&xkcb=SoDG67M3FT6UAP2YLR0AbzkdCdPP&fccid=daf3bc85cd191fc4&cmp=JTL-Transport&ti=Truck+Driver&vjs=3,"JTL Transport, Inc.","Miami, FL",,[],Active 6 days ago
140,Regional Class A CDL Driver,https://www.indeed.com/rc/clk?jk=0ad9ff3a3ed40e7c&bb=06YgROmkQqs6C2GO6Uk3i3htjx2zNlLovGsRqj5p2TCCJBgesNnXqoRtVZHE6KwL5Tzpe3YTpQawda3yEuHOeCToB20IY9Y-OYLhDFucGso%3D&xkcb=SoBI67M3FT6UAP2YLR0HbzkdCdPP&fccid=d57a67431f719964&vjs=3,Frito-Lay North America,"Denver, CO",,[],Posted 29 days ago
141,Truck Driver Class A CDL,https://www.indeed.com/rc/clk?jk=dccfbb99cc94e09c&bb=06YgROmkQqs6C2GO6Uk3i8se3CWvRFDdrEoMFPyQ1JedlJ-z849-NNPy3MBgfbDRiPNqXaX7lbB4qlUOacSUyjw-UaoAdeWq-jnRxD4v8K8%3D&xkcb=SoD867M3FT6UAP2YLR0GbzkdCdPP&fccid=3764c82a44fbeef9&vjs=3,Keurig Dr Pepper,"Northlake, IL",,[],Posted 10 days ago
142,Truck Driver Class A,https://www.indeed.com/rc/clk?jk=f740e035f04ba069&bb=06YgROmkQqs6C2GO6Uk3i0A305HH9V2hPFHXOVN5SPtV-f7noRj1AAxh-5GGexSMYRKN9jr2PKoAvAzLqNa0-sszEa_SYIDi7Mh8aCZFcAo%3D&xkcb=SoBh67M3FT6UAP2YLR0FbzkdCdPP&fccid=98a95ad35e8578a2&cmp=Worry-Free-Trucking&ti=Truck+Driver&vjs=3,Worry Free Trucking LLC,"Saginaw, MI",,[],Active 2 days ago
143,CDL A Drivers jobs in United States,,,,,,
144,CDL Class A Driver,https://www.indeed.com/rc/clk?jk=a10f02b9a00594e1&bb=Op629q4-lzmvzPMUMSvZC03E_KpgYDEXdr5_7CyviYQ0lHa8kBXVIRkmJopMKthJ_z-p09lLovl22-g73hB25N7Fr6BKkZbdmLDvfc8-fBQ%3D&xkcb=SoCX67M3FT6SWOQ9SB0KbzkdCdPP&fccid=572800064e5227ef&vjs=3,CrossCountry Freight Solutions,"Helena, MT 59601",,"['From $0.60 per mile', 'Full-time', 'Home time +2']",Today
145,Class-A Dedicated OTR Solo drivers needed,https://www.indeed.com/rc/clk?jk=e9fde23689774621&bb=Op629q4-lzmvzPMUMSvZC-UflU8JRbHswzbSDS6gYl0y_FlA1-mh0yHSwJFr4uuY-jsLNa3JPHfdJES0QYuoXGs2swR5Ei3vGnZ88o1NJkw%3D&xkcb=SoAK67M3FT6SWOQ9SB0JbzkdCdPP&fccid=a750dbc651f7106a&cmp=TLRDrivers&ti=Truck+Driver&vjs=3,TLRDrivers,"Hammonton, NJ",,"['From $0.60 per mile', 'Full-time', 'Home time +2']",Posted 30+ days ago
146,CDL Class A Driver,https://www.indeed.com/rc/clk?jk=f6f3302447fdc59c&bb=Op629q4-lzmvzPMUMSvZC4sL27UCFD-dkYyzk-_D8P--z9aTMn-HnOFZxDJxmf5u2WrPcmldpSZOBtDdCnKKciYOJX6gQfz6CfFthcFuKmI%3D&xkcb=SoC-67M3FT6SWOQ9SB0IbzkdCdPP&fccid=250d0c10c5669038&cmp=LOLO-EXPRESS-INC&ti=Truck+Driver&vjs=3,LOLO EXPRESS INC,"Portsmouth, VA",,"['From $0.60 per mile', 'Full-time', 'Home time +2']",Active 4 days ago
147,Truck Driver Class A,https://www.indeed.com/rc/clk?jk=d6bdfe573649b9ff&bb=Op629q4-lzmvzPMUMSvZC6ys4oa_XsRhoBBlIIXAGYpKqI5obMqW3CtCUFTuLIHzxbXHfYEepzZrfY3CtLXED7QhCmBaUjvaoMKKVgnZnFI%3D&xkcb=SoAw67M3FT6SWOQ9SB0PbzkdCdPP&fccid=f0eb21eecab1b335&cmp=PROFFER-PRODUCE&ti=Truck+Driver&vjs=3,PROFFER PRODUCE,"Park Hills, MO 63601",,"['From $0.60 per mile', 'Full-time', 'Home time +2']",Active 3 days ago
148,LOCAL-CLASS A- NASHVILLE BASED -NO TOUCH FREIGHT,https://www.indeed.com/rc/clk?jk=a5a6997f23eff840&bb=Op629q4-lzmvzPMUMSvZC4onoFpVskmHpbdGUB4o5lUn3rq8Rv58iF1MHYYnmgH-WCUoxQ2Ocy_haPLZqN97UQokrUGoNZPKZ0dSMNQFo5c%3D&xkcb=SoCE67M3FT6SWOQ9SB0ObzkdCdPP&fccid=3dc8a8a4951d1d50&vjs=3,Sadler Brothers Trucking,"Nashville, TN 37210",,"['From $0.60 per mile', 'Full-time', 'Home time +2']",Posted 1 day ago
149,CDL A Sleeper Cab Driver,https://www.indeed.com/rc/clk?jk=054bfd51bdfcea1c&bb=Op629q4-lzmvzPMUMSvZC32hXEElHiv47AyKn2kRj1VAVqFGgpszHUOKdMklQ9a3ExlF8dwnBxyeC9cpzr2G3c8RKjRoGMo19M2jQF1zQyY%3D&xkcb=SoAZ67M3FT6SWOQ9SB0NbzkdCdPP&fccid=0e46cc6d1ad0d1bb&cmp=Pony-Xpress&ti=Taxi+Driver&vjs=3,Pony Xpress Delivery,"Twinsburg, OH 44087",,"['From $0.60 per mile', 'Full-time', 'Home time +2']",Active 2 days ago
150,Truck Driver - CDL A - Option to be home every weekend,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B7gChLIkWheTcAlUqobBhXRuyetvQ0CxcIOjsPi98uY_ZZT4GpxFcsnGkAeVvdNV7aYUhn8v1b5BC52tADv3bVB6iYLVHvvIyQ1wsOp_Argkt4BHnSdX1GDhnmilW8oqIYmoVePh-qtYsqBY9fSJfAxXd91Zd_mzXhm-73Tyqr0QtqVy3KGhcdQlWjZzyNB4hPmrNK4qOyLxebCx9OQPlWI1vAyJPgqSWdy-oerHaDAlJuzXfrOmJf_ZefjCv3hvbaFFVFwVeDo-Ggz1fmjK1LtOAqZeeAlX0Z3Ghz7HYo0sIxxL2FuUEiAsCOXTySpCIB4rq4qRB1r5qrn4_35aOS6YvKO8nsbl4dRQJ9Bjo38dWm-4QQ26XGaAm6xt8BVyJy7NHNG9j0DxjnA6aBVcjLX3W6kHiHCFIguj3h6nyHdgxL1R2T_AMXhds8WA_7CY339GD5nYoWHzcw-IZ-HwnfRqnR55bxI9TDRqguPOM5KBuqjldOLmwTsXH7xWihjhdFhgOlIEsFVJ-krxov1bIqy3veIX_bn_iwompEbpqAXORwltsy6puHTgF5Yoa_m0mieKyo0-3bFHNaqqvAnn4HElqyojk9TH-RFUQqf-3FypHwGPTMPpP-Dy6e1rCGzkZ61JE755H1GjBzT0aesz-BizgQ00oEutk=&xkcb=SoBZ6_M3FT6SWOQ9SB0MbzkdCdPP&p=6&fvj=1&vjs=3,Hoffman Transportation Inc,"Chickasha, OK",From $0.60 per mile,"['From $0.60 per mile', 'Full-time', 'Home time +2']",Active 2 days ago
151,$$ HIRING CDL DRIVERS CLASS A$$,https://www.indeed.com/rc/clk?jk=88ccd6844cd645ac&bb=Op629q4-lzmvzPMUMSvZC3r_kONqgz1TPgFpgE31h75GlT0uEI2alTaRgOrlryDZwEfXTXHxxcx3839ZM6BXzemgc1R2CecnNpM6AMKeVtA%3D&xkcb=SoBE67M3FT6SWOQ9SB0DbzkdCdPP&fccid=64a1422b61c0317b&cmp=JNC-SELECT&ti=Truck+Driver&vjs=3,HWY TRANS INC,"Dallas, TX",,"['From $0.60 per mile', 'Full-time', 'Home time +2']",Posted 4 days ago
152,"Team, OTR CDL Drivers, FL",https://www.indeed.com/rc/clk?jk=58fb6f530aff6fae&bb=Op629q4-lzmvzPMUMSvZC5TWn4zaQjPmpufCTygzenVMAsTqqxZbATQNfvzLs4j1vLBRUPaVjLr_GgxlsCQmo_JbTNKtfbjshaMaC6TWvyA%3D&xkcb=SoDw67M3FT6SWOQ9SB0CbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,All Pro Logix Inc,"Bowling Green, FL 33834",,"['From $0.60 per mile', 'Full-time', 'Home time +2']",Posted 19 days ago
153,Car Hauler Driver,https://www.indeed.com/rc/clk?jk=e007c09694d14b4f&bb=Op629q4-lzmvzPMUMSvZC2UI2yM5oLB3MiUavpIhkwtcSK3CgcnIkJidPOriTwXT1rGkxkKWva1Zf1PEkHByeVWn6KtyKwgFs-OQ57hOHb8%3D&xkcb=SoBt67M3FT6SWOQ9SB0BbzkdCdPP&fccid=3900a54091944034&cmp=Sba-Logistics-LLC&ti=Car+Hauler&vjs=3,Sba Logistics LLC,"Detroit, MI 48205 (Conner Creek area)",,"['From $0.60 per mile', 'Full-time', 'Home time +2']",Active 2 days ago
